idx,R,Rcom,Ra,p_tx_x,p_tx_y,p_rx_x,p_rx_y,jammer_x,jammer_y,jammer_dx,jammer_dy,agent1_x,agent1_y,agent1_phi,sigma,beta,seed,K
28,1.536535900487133,1.0,0.9219215402922798,0.0,0.0,1.536535900487133,0.0,1.6811371519132252,0.9969593632498962,0.01890854512469733,-0.09819606367501339,0.8582050274020554,0.17606145380759927,1.205106878853412,0.1,0.99,1,1
29,3.6863505359228133,1.0,2.211810321553688,0.0,0.0,3.6863505359228133,0.0,1.3280589643771825,-1.219239440872201,0.008696726376364669,0.09962111698999687,3.7276778399913297,-0.7632769233026003,0.142111381824587,0.1,0.99,1,1
30,2.0414568893924345,1.0,1.2248741336354607,0.0,0.0,2.0414568893924345,0.0,2.170624831006264,-1.2030497119647463,-0.051517941103666226,0.08570823615288778,0.8705309785332946,0.6115832046806522,0.6139655840156311,0.1,0.99,1,1
31,3.7408143595993706,1.0,2.2444886157596224,0.0,0.0,3.7408143595993706,0.0,0.8097126602471519,-0.2560495165762542,0.09926422972899564,0.012108372983567138,1.2022736247515162,0.5841486349897387,0.12462161139717003,0.1,0.99,1,1
32,4.538086126472452,1.0,2.722851675883471,0.0,0.0,4.538086126472452,0.0,0.4220056717734865,1.389545150219205,0.098862221189699,0.015041981965121177,3.787344827116592,0.20601093869754383,5.1913143928813295,0.1,0.99,1,1
33,2.35141681111702,1.0,1.410850086670212,0.0,0.0,2.35141681111702,0.0,-0.22124132253400206,-0.9451172235019294,0.05577881560013209,0.08299833570769032,0.7872850400593058,0.33500597705903,2.131224366586742,0.1,0.99,1,1
34,1.4668394271240088,1.0,0.8801036562744052,0.0,0.0,1.4668394271240088,0.0,-0.6698028290102512,-0.9686215464325644,0.006558181147512374,0.0997847195718684,0.44409759332564264,0.06289219689793521,0.5786120361712198,0.1,0.99,1,1
35,4.661233074461234,1.0,2.79673984467674,0.0,0.0,4.661233074461234,0.0,0.305605134518682,1.3933840204810721,0.0989521986851143,-0.014438226185430973,1.5261231699976232,-2.1437732985917815,1.0288191574334216,0.1,0.99,1,1
36,4.7876266659736295,1.0,2.8725759995841775,0.0,0.0,4.7876266659736295,0.0,1.3268109440633389,0.150954755102225,0.099920758794876,0.0039801962082558736,2.449509700361969,-1.6970298579692058,0.4109138182651714,0.1,0.99,1,1
37,2.9959458092280595,1.0,1.7975674855368358,0.0,0.0,2.9959458092280595,0.0,2.5090189964851954,-1.3323841049043863,-0.0285652148149286,0.09583333711489433,0.4568536076167975,-0.5363003687499743,6.073718959703889,0.1,0.99,1,1
38,3.2419857745695966,1.0,1.9451914647417579,0.0,0.0,3.2419857745695966,0.0,3.4881176009582555,-1.182934199592466,0.03901680451898848,0.09207436649321592,1.620816345289651,1.5320411792908668,2.508819429227821,0.1,0.99,1,1
39,1.8455937913282585,1.0,1.107356274796955,0.0,0.0,1.8455937913282585,0.0,0.10782411029987621,0.42003167495302973,-0.03237573729148675,-0.09461401394525355,1.3317562942067127,-0.04190136318668922,0.01726083745371299,0.1,0.99,1,1
40,1.2736385421668892,1.0,0.7641831253001335,0.0,0.0,1.2736385421668892,0.0,-0.4061987968862843,-0.6604419751469255,0.023153033546735924,0.09728276845147717,0.6073364282952981,0.21404498257211418,3.6213645445109677,0.1,0.99,1,1
41,1.5072589934293386,1.0,0.9043553960576031,0.0,0.0,1.5072589934293386,0.0,-0.6652189000102359,0.012528534110468283,0.09981415132187765,0.006093865431178514,1.1504356399695914,-0.7085367752992118,1.1173123505465368,0.1,0.99,1,1
42,2.916134061592749,1.0,1.7496804369556493,0.0,0.0,2.916134061592749,0.0,2.661506828596421,0.045465910768768936,-0.08370197033230498,0.05471727480869218,1.7533063236641735,1.2527861112593073,4.891964729479771,0.1,0.99,1,1
43,1.6975356100332006,1.0,1.0185213660199204,0.0,0.0,1.6975356100332006,0.0,1.7441443840290691,-0.284582049132003,-0.07508602506126971,-0.06604611147144378,0.3430262646019214,0.49756324415250786,3.9150137508588796,0.1,0.99,1,1
44,4.250998573667105,1.0,2.550599144200263,0.0,0.0,4.250998573667105,0.0,1.868027611607412,0.3969989594457446,0.02005646144225895,-0.0979680476196968,0.8695295748987009,-2.1056030115234723,1.0092280577965282,0.1,0.99,1,1
45,3.7027123518764733,1.0,2.221627411125884,0.0,0.0,3.7027123518764733,0.0,0.4536772405240803,1.3974843622875133,0.09830544491988014,-0.018331380174564486,1.2447345181826004,0.7990126476565953,3.413738842994325,0.1,0.99,1,1
46,4.332140311164103,1.0,2.599284186698462,0.0,0.0,4.332140311164103,0.0,-0.624039754704775,0.23390479350596158,0.09626492449636231,0.027075160418909106,3.6279112672120606,-0.5273754275708715,5.104755685054276,0.1,0.99,1,1
47,2.0008789346718405,1.0,1.2005273608031042,0.0,0.0,2.0008789346718405,0.0,1.9757465801072271,-0.2820336835533055,-0.061343498085221916,0.07897452274416336,0.6240037064368127,0.05570823505890737,4.017920675893838,0.1,0.99,1,1
48,4.255591300398046,1.0,2.5533547802388274,0.0,0.0,4.255591300398046,0.0,5.385396016543327,-0.9420451086522901,-0.09277228248067694,-0.037326982242413924,1.8742443397139892,1.7257903123998821,1.800076195598825,0.1,0.99,1,1
49,1.8670779277444352,1.0,1.120246756646661,0.0,0.0,1.8670779277444352,0.0,1.8187848919501397,-0.9893814765607528,-0.08853987201835291,0.04648323421378604,0.3195062489464886,-0.16481779014455772,2.520463099489953,0.1,0.99,1,1
50,1.1541655579353982,1.0,0.6924993347612389,0.0,0.0,1.1541655579353982,0.0,-1.176576242618154,-0.754157848511997,0.09764521434598163,0.02157341223189565,0.6292430097595173,0.20312951836589738,6.2309481361309,0.1,0.99,1,1
51,2.6656797942213974,1.0,1.5994078765328383,0.0,0.0,2.6656797942213974,0.0,1.043357922354189,0.09997852561425669,0.016272636381666563,-0.0986671237301973,0.8505802791660437,1.25666868536856,3.2262134828859867,0.1,0.99,1,1
52,2.1047484876208142,1.0,1.2628490925724885,0.0,0.0,2.1047484876208142,0.0,2.7583978808145786,-0.9156118830881281,0.01648276440646641,0.09863223853041624,0.2455334536300937,0.13952118428965446,5.026573177492198,0.1,0.99,1,1
53,2.574900853470942,1.0,1.544940512082565,0.0,0.0,2.574900853470942,0.0,1.8437680420750204,0.16961845027683364,-0.09985092089758245,-0.005458351024323654,0.7502524178931341,-0.19715206189171686,3.604307355597908,0.1,0.99,1,1
54,4.6699270931972325,1.0,2.8019562559183395,0.0,0.0,4.6699270931972325,0.0,5.164523648328655,-0.3304406101073444,-0.08512916874833898,0.052469273181709186,2.805187137323514,2.5492394916456993,1.0466729671703292,0.1,0.99,1,1
55,3.214898583871109,1.0,1.9289391503226654,0.0,0.0,3.214898583871109,0.0,-0.10956881894841783,-0.9357052768470232,0.09707739356302358,-0.023999576225630048,3.4634551805004756,0.0239874760427767,1.0196813950579966,0.1,0.99,1,1
56,3.856667831473555,1.0,2.314000698884133,0.0,0.0,3.856667831473555,0.0,-1.240809566623789,-0.5216803233250349,0.044045278907022284,0.08977757741219473,2.1103977363424775,-2.2649271058409886,4.457379847202731,0.1,0.99,1,1
57,4.55291856518733,1.0,2.7317511391123976,0.0,0.0,4.55291856518733,0.0,2.077915989928055,1.175056211900749,-0.008618120673944352,-0.0996279478662957,4.416644674159846,-1.4762660692161287,0.6134512542818064,0.1,0.99,1,1
58,2.059648413436522,1.0,1.2357890480619131,0.0,0.0,2.059648413436522,0.0,0.33982948192576246,-0.5670947374603068,0.07049042970508161,0.0709302426331177,0.9878367253424989,0.16901143391483406,4.905434726476835,0.1,0.99,1,1
59,2.452173272779255,1.0,1.471303963667553,0.0,0.0,2.452173272779255,0.0,3.049479651444026,-1.3171346193414881,-0.09579156684703913,-0.02870497728599057,1.5910188923105515,1.3332313377177925,3.5288530127194253,0.1,0.99,1,1
60,3.701385077992045,1.0,2.220831046795227,0.0,0.0,3.701385077992045,0.0,-0.3124098730193892,0.3023421881540056,0.0805500956760845,0.059259447234796536,3.2741341516383233,0.23065318499111923,1.055458710201634,0.1,0.99,1,1
61,2.43623931670527,1.0,1.461743590023162,0.0,0.0,2.43623931670527,0.0,3.27869878483391,0.1026500852773976,-0.029831113514225252,-0.09544686829069568,0.9217835335339065,0.31381446856089484,2.053532679346137,0.1,0.99,1,1
62,3.933460691774351,1.0,2.3600764150646105,0.0,0.0,3.933460691774351,0.0,-0.5539496175328354,-0.061001701520971,0.09845228401843499,-0.017525631844627184,0.4661550889807553,0.14270689170390072,2.961804080399568,0.1,0.99,1,1
63,3.3921138719951216,1.0,2.035268323197073,0.0,0.0,3.3921138719951216,0.0,2.0586773473945956,0.6856750420016233,-0.09971116308550372,0.007594995466495134,0.46479023832056887,0.741854855895702,4.315373178321161,0.1,0.99,1,1
64,2.305808406019728,1.0,1.3834850436118367,0.0,0.0,2.305808406019728,0.0,1.9057708670059583,1.305827420982629,0.06741047582353032,-0.0738635752536068,2.4670658974613766,-0.2849082648962252,6.235362495544104,0.1,0.99,1,1
65,3.859765213922457,1.0,2.315859128353474,0.0,0.0,3.859765213922457,0.0,-0.31040016982850266,1.0163628009337489,0.06549601832471984,0.07556633895861281,1.5685732572338078,-1.8689407641362734,3.6121141258872185,0.1,0.99,1,1
66,4.019515925612346,1.0,2.4117095553674077,0.0,0.0,4.019515925612346,0.0,-0.4691881798291027,0.762368927648042,-0.007538894658525987,-0.09971542040891995,2.4562034133499138,-0.9119135641126724,1.8871343050322893,0.1,0.99,1,1
67,1.2977542255786343,1.0,0.7786525353471806,0.0,0.0,1.2977542255786343,0.0,1.8308169214237409,0.0718205792036892,-0.09987510627475751,-0.004996313301414594,0.8217407744710403,0.10957889122387643,5.240360574402579,0.1,0.99,1,1
68,1.825945458467721,1.0,1.0955672750806327,0.0,0.0,1.825945458467721,0.0,-1.098606798418685,-0.9413333630478803,0.09260746954800021,0.03773402422106888,1.4100931228273932,-0.5237032054263415,2.411081115862717,0.1,0.99,1,1
69,4.1494716531985665,1.0,2.48968299191914,0.0,0.0,4.1494716531985665,0.0,4.234966881987611,1.4321420382022623,-0.02535431744280199,-0.09673240711886388,0.6341745790335842,-0.39271780041556253,2.314008829991801,0.1,0.99,1,1
70,4.321695727872923,1.0,2.5930174367237537,0.0,0.0,4.321695727872923,0.0,2.148801326453795,-0.9590288050110094,-0.08400605708767621,0.05424926149342577,1.824324437844854,2.4295309204569775,6.199480274686823,0.1,0.99,1,1
71,2.3475905067647616,1.0,1.4085543040588568,0.0,0.0,2.3475905067647616,0.0,0.555496241836242,-1.3948096737924343,-0.04183519947697326,0.09082849819699684,1.4047906398739272,1.14643704654317,2.2076792195656414,0.1,0.99,1,1
72,4.801418652226717,1.0,2.88085119133603,0.0,0.0,4.801418652226717,0.0,3.1196395486545225,-0.3943424424011701,-0.09537211853581638,0.0300692368707653,3.115573329378207,1.169046240539074,2.1840614473084425,0.1,0.99,1,1
73,4.623399945459862,1.0,2.7740399672759173,0.0,0.0,4.623399945459862,0.0,2.322335114263239,-1.3871545030887908,0.09462056714454534,0.0323565800610106,4.58104605586086,-1.2166255864006388,5.875140907382894,0.1,0.99,1,1
74,3.095693579498386,1.0,1.8574161476990314,0.0,0.0,3.095693579498386,0.0,2.352635544291642,-1.0247460344106663,0.027449272813285765,0.09615891753769805,-0.01899228632205019,0.7058607957016925,0.023432274322981943,0.1,0.99,1,1
75,2.1421442568137934,1.0,1.285286554088276,0.0,0.0,2.1421442568137934,0.0,-1.0572898350648594,-0.2729552788435542,0.044073154695316454,0.08976389605628037,1.5893746924880143,-0.85899659408582,1.3753568263445624,0.1,0.99,1,1
76,1.869952226713842,1.0,1.1219713360283052,0.0,0.0,1.869952226713842,0.0,-1.203180538664409,0.8939318180630761,0.0989327227832444,-0.014571079668086165,1.581055970220919,0.45662780542516757,3.224766665100457,0.1,0.99,1,1
77,2.4870082192425937,1.0,1.4922049315455561,0.0,0.0,2.4870082192425937,0.0,-1.0544608488460332,1.043485740476042,-0.00780178924550649,-0.09969519589513177,0.7391213106771868,-0.07825824031827425,5.021117632170941,0.1,0.99,1,1
78,2.744927669197637,1.0,1.6469566015185821,0.0,0.0,2.744927669197637,0.0,3.1057662841880034,0.5673771586127099,0.010525651986712868,-0.09944451040783804,1.514987820223323,1.4726576944182197,5.337983738121974,0.1,0.99,1,1
79,1.6488590547863504,1.0,0.9893154328718102,0.0,0.0,1.6488590547863504,0.0,1.5780966727705577,-0.4139518261189319,-0.039454979524019385,0.09188745611213324,0.9694698561204335,-0.8851590732169128,1.531348231520923,0.1,0.99,1,1
80,3.8800444768188678,1.0,2.3280266860913206,0.0,0.0,3.8800444768188678,0.0,2.340637388787342,0.42032236170143245,-0.08270119568798251,-0.05621843320280302,1.096051595109874,0.08958434442582666,2.2502167967904723,0.1,0.99,1,1
81,4.547729635016054,1.0,2.7286377810096325,0.0,0.0,4.547729635016054,0.0,-0.8744528544736523,-0.45210366684201475,0.0027056434592208026,0.09996339076617788,4.552762048252958,-1.014210919885572,2.8017077758356805,0.1,0.99,1,1
82,4.217231523620786,1.0,2.5303389141724715,0.0,0.0,4.217231523620786,0.0,-0.5868540501080958,-1.2643995622211457,0.0974358028023566,0.022500318492418677,2.2939236770137055,1.3385432906903205,4.848391424089935,0.1,0.99,1,1
83,2.093381913570217,1.0,1.2560291481421302,0.0,0.0,2.093381913570217,0.0,0.6598098376848652,0.6587370739694043,-0.08008928434747481,-0.05988076930625833,1.7819489510602717,-0.030027095362545546,6.006927001115218,0.1,0.99,1,1
84,1.1436946177486518,1.0,0.6862167706491911,0.0,0.0,1.1436946177486518,0.0,0.9073430581592069,-0.5443011255701934,-0.09639393216191319,0.026612212278660292,0.6703339415796434,-0.10695292704270724,2.0969027614070987,0.1,0.99,1,1
85,2.4773629136128803,1.0,1.486417748167728,0.0,0.0,2.4773629136128803,0.0,2.1582821538542825,1.1051495392936546,-0.07291618732168044,-0.0684341261832838,0.6230717058331954,0.527612574272414,1.055809133806066,0.1,0.99,1,1
86,3.7535049028979657,1.0,2.2521029417387792,0.0,0.0,3.7535049028979657,0.0,-0.29606051189636406,-0.2966749835501522,0.07096706930480888,0.07045335388955201,0.25900401562722,1.3259792434849733,4.4724361970634074,0.1,0.99,1,1
87,1.7410699279207673,1.0,1.0446419567524603,0.0,0.0,1.7410699279207673,0.0,0.1925135724645266,-0.1635505320782933,0.054929547217968666,-0.08356281973718306,1.1691614747991639,-0.9016737708768573,2.0906892501166827,0.1,0.99,1,1
88,3.1736285676871225,1.0,1.9041771406122734,0.0,0.0,3.1736285676871225,0.0,-1.2433512584914834,-0.38283317921395504,0.0420504458266213,0.09072904719979367,0.27701602075705956,-0.741012332455646,0.4501810780094548,0.1,0.99,1,1
89,1.7744777655188124,1.0,1.0646866593112874,0.0,0.0,1.7744777655188124,0.0,1.9542955229662868,0.7610365822762452,-0.06889633991892197,0.07247961331144338,1.8889862733504832,-0.17863556823079435,4.471394619281969,0.1,0.99,1,1
90,4.283298145289702,1.0,2.5699788871738214,0.0,0.0,4.283298145289702,0.0,-0.22377934995565352,-0.9231259438337384,0.056122633511358426,-0.08276623712450476,2.5365191284429316,-1.1869733587407476,4.036441016318665,0.1,0.99,1,1
91,1.6248029072103507,1.0,0.9748817443262103,0.0,0.0,1.6248029072103507,0.0,1.8525692618295975,0.7385101276358432,-0.0638078199697285,0.07699715651055382,1.6346183894297441,-0.4985316444652397,0.9227992006976535,0.1,0.99,1,1
92,1.0388465398725777,1.0,0.6233079239235466,0.0,0.0,1.0388465398725777,0.0,-1.2328353727172006,0.6408129796398911,0.024527838307274466,-0.0969452688271697,0.8430448008887363,-0.14936794635729359,4.972159035568491,0.1,0.99,1,1
93,4.8382044177076295,1.0,2.9029226506245775,0.0,0.0,4.8382044177076295,0.0,-0.9185582661010794,0.22157534674938184,0.08126553246549778,0.05827446467449637,-0.11104569293899358,0.6086992097372039,1.66049866535271,0.1,0.99,1,1
94,4.082739195932284,1.0,2.44964351755937,0.0,0.0,4.082739195932284,0.0,3.4190345681323717,1.4157112106826766,0.028526860809397165,-0.09584476100633399,2.8038487331008524,-0.2694828139211319,4.238453041493015,0.1,0.99,1,1
95,1.0391395171778353,1.0,0.6234837103067011,0.0,0.0,1.0391395171778353,0.0,1.1021419775481802,0.4123218095101013,-0.08405801770694271,-0.05416871476396046,0.1562991612695575,-0.22790182268099649,5.5794603450670195,0.1,0.99,1,1
96,1.213770945933319,1.0,0.7282625675599914,0.0,0.0,1.213770945933319,0.0,0.5285905099427181,-0.648592804102889,0.09762818198377811,0.02165035987096528,0.5720013500661314,-0.6661099759405111,6.102443700037232,0.1,0.99,1,1
97,3.940538410692386,1.0,2.3643230464154317,0.0,0.0,3.940538410692386,0.0,-0.9530402826323455,-0.6744805483897692,0.059433265108276956,-0.08042193107958345,3.3101627074216404,0.33479067073471447,0.8396019823854886,0.1,0.99,1,1
98,3.692751030007915,1.0,2.215650618004749,0.0,0.0,3.692751030007915,0.0,4.154358137633481,1.2221373868520826,-0.027530505613562295,-0.09613569191856694,3.6385218429329935,0.0622468914234403,3.2139465090533417,0.1,0.99,1,1
99,4.6879596001099175,1.0,2.8127757600659504,0.0,0.0,4.6879596001099175,0.0,0.19591739713338238,-1.1755213744318547,0.08474018374377268,0.053095209379676114,4.113992375732932,0.3858589813021944,1.1372779977226717,0.1,0.99,1,1
100,2.0099575325275554,1.0,1.2059745195165332,0.0,0.0,2.0099575325275554,0.0,2.4186309800496324,0.8166300309480238,-0.08404367071867586,0.054190971684689206,0.9704554148309029,-0.6434929441460692,5.370110520664814,0.1,0.99,1,1
101,1.8022146698884978,1.0,1.0813288019330987,0.0,0.0,1.8022146698884978,0.0,0.028805242526250732,-0.1850421706176555,0.03499662301182489,-0.09367623165866681,0.8161968994791131,0.8662748013480591,1.2106262618172354,0.1,0.99,1,1
102,1.97884099359799,1.0,1.187304596158794,0.0,0.0,1.97884099359799,0.0,-0.28207751529983693,-1.2116557773735825,-0.03152766881378343,0.09489997944767105,0.7243301583476767,0.4862043367433127,0.787848332240218,0.1,0.99,1,1
103,2.224060541731747,1.0,1.3344363250390483,0.0,0.0,2.224060541731747,0.0,1.2884766173532265,1.496639030661489,-0.06792093508157994,-0.07339445876661128,1.1420482878587772,-0.26147592069461084,1.5080418379874498,0.1,0.99,1,1
104,2.8740920116959785,1.0,1.7244552070175871,0.0,0.0,2.8740920116959785,0.0,3.26518567745347,-1.035029101592793,0.0118126975788082,0.09929984982824304,0.8817613163389236,-1.248013748623364,1.3330794465321547,0.1,0.99,1,1
105,4.90210996166383,1.0,2.941265976998298,0.0,0.0,4.90210996166383,0.0,5.75143768264701,0.4049560094557975,-0.09522985960836969,-0.030516779629741426,3.6991900873328514,-2.3552655899053137,5.869151092351304,0.1,0.99,1,1
106,3.7173935332861348,1.0,2.2304361199716807,0.0,0.0,3.7173935332861348,0.0,0.0408201445489018,0.41756799619763063,0.04810991479026221,-0.08766661906834157,2.6754593197802334,-0.9602244165186578,2.5573967122878827,0.1,0.99,1,1
107,4.824262239632779,1.0,2.8945573437796672,0.0,0.0,4.824262239632779,0.0,4.44808845675599,0.8443130214860073,-0.06938751182748262,0.07200953549628661,1.8958110362615455,1.1692951080802767,6.1834817355637774,0.1,0.99,1,1
108,1.8639337479217128,1.0,1.1183602487530278,0.0,0.0,1.8639337479217128,0.0,-0.6464945784780802,-0.8147190279734041,0.06041711420556929,-0.0796854585923379,1.442097402616378,-0.4733088769980768,2.0985102684017063,0.1,0.99,1,1
109,1.9036406449883834,1.0,1.14218438699303,0.0,0.0,1.9036406449883834,0.0,0.2477389879044751,-0.12964707238990636,-0.014108056545388263,0.09899981182058948,0.17939612763752233,-0.6926433364795391,3.2158902503474533,0.1,0.99,1,1
110,3.3803538990491404,1.0,2.028212339429484,0.0,0.0,3.3803538990491404,0.0,4.579615165719865,-0.8410989408369197,-0.09928913402758371,-0.011902431014398732,3.227288453315839,-0.09555709079413563,5.563153509747837,0.1,0.99,1,1
111,2.3928393432550936,1.0,1.4357036059530561,0.0,0.0,2.3928393432550936,0.0,2.70014409972372,-0.9634396614090421,-0.0320135471346599,0.09473717749572715,2.0372233965883493,0.9819590680003087,2.9062643264020918,0.1,0.99,1,1
112,4.817940914750868,1.0,2.890764548850521,0.0,0.0,4.817940914750868,0.0,5.8687941496771385,-0.8170163805123106,-0.049406965696319985,0.0869422322043934,0.8601774379579059,1.758115019019603,3.2476602103861762,0.1,0.99,1,1
113,3.5540339299970407,1.0,2.132420357998224,0.0,0.0,3.5540339299970407,0.0,2.6728225208947642,-0.4250302283833862,-0.09338016638018494,-0.03577910740654355,0.35560172640245935,-0.6139008437114111,1.3484653007612593,0.1,0.99,1,1
114,1.1865786513049126,1.0,0.7119471907829475,0.0,0.0,1.1865786513049126,0.0,-0.03405638054656761,-0.7544331970962157,-0.05454051995770484,0.0838172517012053,0.7740674500055008,0.6702862609106001,3.004667173766264,0.1,0.99,1,1
115,3.128984788876471,1.0,1.8773908733258824,0.0,0.0,3.128984788876471,0.0,2.9166613828058927,0.3582697266518946,-0.09965406543478006,-0.008310670389359313,1.1974554808647095,-0.28348128248325366,1.5807123717888314,0.1,0.99,1,1
