idx,R,Rcom,Ra,p_tx_x,p_tx_y,p_rx_x,p_rx_y,jammer_x,jammer_y,jammer_dx,jammer_dy,agent1_x,agent1_y,agent1_phi,agent2_x,agent2_y,agent2_phi,sigma,beta,seed,K
38,4.9056985569112,1.0,2.94341913414672,0.0,0.0,4.9056985569112,0.0,2.5189183596410007,-0.7178258345288507,0.024680533899106013,0.0969065077611152,1.3076910867322866,-2.491796224936416,2.6164437023794505,1.8441630800892266,0.24127697460834724,4.450096116958356,0.1,0.99,1,2
39,4.133304700819009,1.0,2.479982820491405,0.0,0.0,4.133304700819009,0.0,3.5954269874710287,-0.9079534056697088,0.020742549252219033,0.0978250819090854,1.201929746289075,0.47251739084918876,5.026573177492198,0.782394082867321,0.2220775605323843,4.039774708702343,0.1,0.99,1,2
40,3.574900853470942,1.0,2.144940512082565,0.0,0.0,3.574900853470942,0.0,3.27990637441173,1.0677368831500296,-0.09675119597163598,0.025282525151932328,1.0765254946718565,-0.3546338187663255,4.499099938623628,2.870557051791067,1.1767840959305926,3.496840705125117,0.1,0.99,1,2
41,2.666332706103276,1.0,1.5997996236619656,0.0,0.0,2.666332706103276,0.0,-0.05238811183973567,-0.04339795655629407,0.09552679952610127,-0.029574153788402155,1.4024528799100155,-1.5291780674972861,2.269394463129977,1.0903291257677947,0.5860836897320172,3.4791545597679563,0.1,0.99,1,2
42,3.1512416795871907,1.0,1.8907450077523142,0.0,0.0,3.1512416795871907,0.0,-1.240809566623789,-0.5216803233250349,0.042240816742105315,0.0906405725983672,1.1614201666879695,-1.8085103140203065,4.792600477422934,2.522715478266088,-0.21654413281982374,4.457379847202731,0.1,0.99,1,2
43,5.55291856518733,1.0,3.3317511391123977,0.0,0.0,5.55291856518733,0.0,1.4710353368857407,-1.440423680522225,0.09854362450018049,0.017004530877605197,5.36928219145254,1.82552481541371,2.8675960333000807,0.5169192045938589,2.219963940342174,5.602624628831422,0.1,0.99,1,2
44,5.1228967389337114,1.0,3.0737380433602266,0.0,0.0,5.1228967389337114,0.0,2.877195038379606,0.8334525154130987,0.08346623693803429,-0.05507619532433155,2.39827835354087,0.4049047503983387,2.2810684427513768,1.3380820755610023,-0.24943007091506117,5.545788760579894,0.1,0.99,1,2
45,5.493921093365502,1.0,3.2963526560193013,0.0,0.0,5.493921093365502,0.0,-0.3124098730193892,0.3023421881540056,0.07809295845251162,0.062461907112529774,2.198400343502465,-1.0824254762988867,0.1606428205481547,0.16247250052489726,1.3871100735480546,1.055458710201634,0.1,0.99,1,2
46,3.43623931670527,1.0,2.0617435900231618,0.0,0.0,3.43623931670527,0.0,3.0504624487930148,0.7000955188307634,-0.09811391508931931,-0.019330278473054678,1.435519092644685,0.5392175158848965,2.0113872304541043,1.4599560392915643,-1.228015423255494,4.358115655204936,0.1,0.99,1,2
47,3.939638072793777,1.0,2.3637828436762662,0.0,0.0,3.939638072793777,0.0,1.965261251066337,-0.2589127720140978,-0.053903292068295174,0.08422846967742004,3.019654687165703,1.2376181087845173,3.3609515801996457,0.008286116932464616,1.0114341395631181,2.7408688901784406,0.1,0.99,1,2
48,3.317289862833868,1.0,1.9903739177003208,0.0,0.0,3.317289862833868,0.0,3.3797549484772174,0.30295418684048353,-0.013341397764958282,-0.09910603970332568,2.715487405656078,1.1346259115819186,5.9357537833627765,0.8735835147430581,1.506627631573166,6.069690760436188,0.1,0.99,1,2
49,4.859765213922457,1.0,2.9158591283534743,0.0,0.0,4.859765213922457,0.0,4.4139095694508494,0.7646369442092591,-0.07984257448998977,0.06020932900149639,0.2936080204539424,-1.0865564631239402,3.1537167118387037,3.021207270325979,-2.401790855228487,1.4196071796574554,0.1,0.99,1,2
50,5.289833109293689,1.0,3.1738998655762134,0.0,0.0,5.289833109293689,0.0,0.36547568426129123,-1.2302437000878852,0.0026498290503642837,0.09996488586500685,1.5688855357281457,1.3666537299502743,1.103382404412132,3.2099033445386853,2.466606881369808,0.44579395000908784,0.1,0.99,1,2
51,4.071233302065384,1.0,2.4427399812392303,0.0,0.0,4.071233302065384,0.0,4.273240466835573,0.9069718465299385,-0.08985517378276943,0.04388676046905612,1.1909180698620736,-0.23182401434943467,1.297392092294023,0.2660981527066397,0.03789627225732422,2.7294024224790245,0.1,0.99,1,2
52,4.902030747224954,1.0,2.9412184483349724,0.0,0.0,4.902030747224954,0.0,5.791283268988258,0.7942467130616976,-0.029484634946357342,-0.09555446772433011,1.1501630207716393,1.5790444272012973,2.314008829991801,-0.06694901328662173,-0.6864334558622343,5.442176181438808,0.1,0.99,1,2
53,5.5788825994477005,1.0,3.34732955966862,0.0,0.0,5.5788825994477005,0.0,3.8457717319412668,-0.8449332153950626,-0.04161201872502561,0.09093096226054204,1.4416584105302097,1.1090900367830365,1.1330074213207362,-0.5350068806835044,0.058230684401536975,5.161503432092518,0.1,0.99,1,2
54,3.536977945131627,1.0,2.122186767078976,0.0,0.0,3.536977945131627,0.0,0.29274152237102175,0.4491986272897188,0.07593834686336402,-0.06506433336060098,1.8992168567611325,-1.024005948409089,1.4215572143784474,2.1466967566438457,-0.1219560504146533,1.0219686665766554,0.1,0.99,1,2
55,4.249914217067255,1.0,2.549948530240353,0.0,0.0,4.249914217067255,0.0,0.4353667856492083,0.07177018462378948,0.04748693712364538,0.08800562938025586,4.263903690043824,-1.1467167385149104,3.7059443371855516,4.297526977804818,-0.9392196711192422,3.1560457759261973,0.1,0.99,1,2
56,3.7305382428469276,1.0,2.2383229457081564,0.0,0.0,3.7305382428469276,0.0,3.120242908601858,-0.8433154877162442,-0.09612807563853937,0.027557087546242195,1.8738266660926746,-0.13642290009203223,1.2539750967091725,2.4265157753033804,0.8652512813487527,1.7940760032729937,0.1,0.99,1,2
57,4.119762452586738,1.0,2.4718574715520423,0.0,0.0,4.119762452586738,0.0,3.258764470289127,1.4956766719551124,-0.06831427530508019,-0.07302848615123904,2.7062620004188584,-1.5166896520665576,3.1242143110335285,2.441907200593607,1.8440367719968669,0.6152530310641339,0.1,0.99,1,2
58,3.1864136027990266,1.0,1.9118481616794158,0.0,0.0,3.1864136027990266,0.0,-0.3103233071264599,0.8550320733667617,0.08124192009754265,-0.05830737876859582,2.67272086148928,0.9761299467736313,5.021117632170941,0.4413074914870023,-0.17872459807570965,5.599117878849623,0.1,0.99,1,2
59,5.228108640988218,1.0,3.1368651845929305,0.0,0.0,5.228108640988218,0.0,5.619238339210078,0.46043542162413875,-0.07942095175770038,0.06076440094250111,2.2522545383183403,-1.4758006653715585,3.9694119885081114,3.4912128523735455,2.7550430110229858,5.150277879338135,0.1,0.99,1,2
60,3.1783256426725726,1.0,1.9069953856035435,0.0,0.0,3.1783256426725726,0.0,1.72896574310093,0.30975043155151694,0.001619169357185198,-0.0999868905936811,1.1368350267723482,1.8099617153615921,0.8350730921578323,1.3742408799500256,-1.1270880724467827,3.0358423510786907,0.1,0.99,1,2
61,3.729596232755213,1.0,2.2377577396531274,0.0,0.0,3.729596232755213,0.0,2.431273237352691,1.3379614725318918,0.052737499050465576,-0.08496326379031201,3.7901858194343987,-0.8568834114626921,4.587265090803709,-0.06382971490445177,0.6819769878306938,2.706141439399662,0.1,0.99,1,2
62,3.1408070974880697,1.0,1.8844842584928418,0.0,0.0,3.1408070974880697,0.0,0.8585254186016064,-0.47026601252211364,-0.053404864136857945,0.08454537531127143,1.319998869666602,-0.8645028149871724,0.9196171235120596,2.654184037904465,-1.2512991868570604,5.414090316097714,0.1,0.99,1,2
63,5.824128500078649,1.0,3.494477100047189,0.0,0.0,5.824128500078649,0.0,-0.52388881382465,-0.6902452462615135,0.09316965186064496,-0.03632376594140836,2.7199455545368205,-0.9928465385441809,0.22571497773977897,4.825795154524221,0.43187624170778605,0.2820540320630376,0.1,0.99,1,2
64,4.953723422380895,1.0,2.972234053428537,0.0,0.0,4.953723422380895,0.0,5.379592077406812,0.9249237320499961,-0.0999393337923786,0.0034827519486082532,1.105337012779347,1.175474682886118,0.47130893235322924,3.2753484785709106,1.4109417572784626,5.473920128265955,0.1,0.99,1,2
65,4.847241313703037,1.0,2.908344788221822,0.0,0.0,4.847241313703037,0.0,-1.1769232530657925,0.645661901542458,0.016911792422470578,-0.09855958237056034,4.056595713983022,1.9281526388150687,4.43372303537918,2.4253055456774306,-0.8126431329745178,1.1640699206761,0.1,0.99,1,2
66,3.781932623895609,1.0,2.2691595743373654,0.0,0.0,3.781932623895609,0.0,4.086062632782226,0.4761036181886655,-0.07324130592897587,0.06808605661821047,1.3579891060908276,-0.5301937145667776,0.4501810780094548,0.4350728959808172,-0.8236649920654743,3.9060706184880547,0.1,0.99,1,2
67,5.653659683186268,1.0,3.3921958099117604,0.0,0.0,5.653659683186268,0.0,4.64066258797616,-0.7892304988241985,-0.08599800617344668,-0.05103276334073854,5.147100461603998,-2.4083505165615597,4.1781195991658455,2.4363958560648675,2.834863279142067,5.819135971938734,0.1,0.99,1,2
68,4.5696781609839565,1.0,2.741806896590374,0.0,0.0,4.5696781609839565,0.0,-0.11938415076824109,-1.4284827141305414,0.09799208050193803,-0.019938710061127324,-0.05075920840267578,0.7553782149584484,0.4475745410647197,3.8283329173055325,-0.7950525569635583,0.9814381116167915,0.1,0.99,1,2
69,5.5684274650772085,1.0,3.341056479046325,0.0,0.0,5.5684274650772085,0.0,4.777770981015254,-0.5773145091239773,-0.07239869327626203,0.06898136858521822,5.956301029578179,0.193801369350879,5.850766927282078,2.544747375737167,0.4557653417733941,4.972159035568491,0.1,0.99,1,2
70,2.761913287354999,1.0,1.6571479724129994,0.0,0.0,2.761913287354999,0.0,1.1728641023037274,0.6573651307533543,0.0915583534315209,-0.040212783003775135,-0.19729971582582007,0.3796945617731151,6.069428833077153,1.2478772803180072,1.4795849519111495,2.493293377201348,0.1,0.99,1,2
71,2.4359422085459768,1.0,1.461565325127586,0.0,0.0,2.4359422085459768,0.0,1.152417239828292,0.2675213218782595,0.09937840883051532,-0.011132468653221317,2.531283497958708,0.5439508350314092,6.106651279646733,1.8447782252224525,-1.0237738012425985,5.26372367703814,0.1,0.99,1,2
72,4.011041941659276,1.0,2.4066251649955657,0.0,0.0,4.011041941659276,0.0,-1.4480177882289484,0.29752506537200607,0.07212830494419786,-0.06926404280632774,2.6441989315827046,-0.1998449188209174,0.33579061664752796,-0.31095580938880607,0.2019159755135593,5.270905589657383,0.1,0.99,1,2
73,2.430820382733325,1.0,1.458492229639995,0.0,0.0,2.430820382733325,0.0,1.691953635069827,-1.1087856188616882,-0.08134184356157297,0.05816789910255134,2.4286230750741256,0.3031377900193353,5.064249225123465,1.784312864145008,0.6341781902985361,3.8067998782768115,0.1,0.99,1,2
74,4.6201610216907785,1.0,2.772096613014467,0.0,0.0,4.6201610216907785,0.0,-0.15427680283366424,1.432018136466592,0.004222596919702099,-0.0999108086007401,2.27952817346645,-0.2037870141187813,4.434096268185622,2.4163353912090275,-1.9797627636752393,5.560905597257491,0.1,0.99,1,2
75,3.151129125544235,1.0,1.890677475326541,0.0,0.0,3.151129125544235,0.0,-1.101433420898648,-0.8523109689861289,0.015513402030026449,0.0987893433395261,1.191740855265031,-0.04549974438644768,1.7940701642608392,1.565839245639596,0.621722726304979,4.658790435434482,0.1,0.99,1,2
76,2.603830160244587,1.0,1.562298096146752,0.0,0.0,2.603830160244587,0.0,0.12308290120029641,-0.7658692548015075,0.09519625896096502,-0.030621434973509765,1.233664191798187,0.6963104640897784,2.3091976924044926,1.7451307936405969,1.1768964851545034,0.10042570379358907,0.1,0.99,1,2
77,3.3177809355138255,1.0,1.9906685613082953,0.0,0.0,3.3177809355138255,0.0,0.12906301718956117,0.804575102307671,0.026658566459535515,-0.09638112281106985,1.390595189543654,-0.651849762811784,5.825726809191169,0.9344804727840688,1.1586496850969448,5.402074621031,0.1,0.99,1,2
78,3.3286441623150065,1.0,1.997186497389004,0.0,0.0,3.3286441623150065,0.0,1.9816142595225592,0.13231932871948926,-0.06268510953291312,-0.0779139078909965,1.1975028819568712,1.4466877623928251,3.9423901681821873,-0.2928340818544828,0.3922052597117652,4.293755292050862,0.1,0.99,1,2
79,2.459987900132996,1.0,1.4759927400797976,0.0,0.0,2.459987900132996,0.0,1.8549961294301254,0.4248602776665573,-0.07073548222740637,-0.07068586530598801,1.457204998491914,-0.47277334334550164,5.869151092351304,1.9126154330875857,-1.288125685685531,6.03592789111954,0.1,0.99,1,2
80,4.717393533286135,1.0,2.8304361199716808,0.0,0.0,4.717393533286135,0.0,4.510137489708504,-0.9149866277636759,-0.055734985719901514,0.0830277746709038,1.0242823132681667,0.8822908795250836,0.06899472175061346,3.927721289982836,2.1084102017455084,4.016145019742251,0.1,0.99,1,2
81,5.936526734933709,1.0,3.5619160409602255,0.0,0.0,5.936526734933709,0.0,-0.8652936056411932,0.05235084825706799,0.08450152051505186,-0.05347422772368267,3.4722593032619558,-2.518235788734285,1.3570639578295747,5.476664341218374,2.3250542685866833,2.432708339970603,0.1,0.99,1,2
82,5.145941137932857,1.0,3.087564682759714,0.0,0.0,5.145941137932857,0.0,2.3505851678918357,1.4612834274371105,0.043474529073712395,-0.09005534588140195,2.9015308149188104,-0.6439832380461318,3.2158902503474533,1.480388178568025,-0.9797335677771802,2.3216870088007235,0.1,0.99,1,2
83,4.306317402966368,1.0,2.5837904417798208,0.0,0.0,4.306317402966368,0.0,1.499502075848914,0.932308592375739,-0.050378903535302166,-0.08638267232831315,4.724119162782799,-0.012934178322749618,4.194006411432591,4.481952846800785,-0.6983172137869563,1.9183330893101465,0.1,0.99,1,2
84,3.850185333914122,1.0,2.310111200348473,0.0,0.0,3.850185333914122,0.0,4.438969022949085,0.688801057750001,-0.038964463478708744,-0.09209652863065129,0.21940647002105917,-1.2559982025253678,1.791367443057214,3.1948741859958156,0.9017817627622619,5.997207564810611,0.1,0.99,1,2
85,5.311871755916249,1.0,3.1871230535497492,0.0,0.0,5.311871755916249,0.0,3.994810048797026,-0.4250302283833862,-0.08768511498239685,-0.04807619588240986,1.550250181712203,-1.3113268221266237,3.5492881372330256,1.1227582676812529,-0.26461172595889054,1.3484653007612593,0.1,0.99,1,2
86,2.1865786513049126,1.0,1.3119471907829474,0.0,0.0,2.1865786513049126,0.0,2.4583798009206865,-1.4003899497333103,-0.08918691045908225,0.04522935996411674,-0.1740475299616273,0.1746233874582326,1.5926598176231168,1.6193061778225686,-0.285381701503342,1.428697520574899,0.1,0.99,1,2
87,3.0063127503068254,1.0,1.8037876501840953,0.0,0.0,3.0063127503068254,0.0,-0.7791758643608346,-0.27185769862763615,0.07899201103360215,-0.061320976776852436,0.8927988077908205,-0.5690156418755159,0.3936972196300854,-0.13180972695010995,0.5997940737201977,2.3349661115359637,0.1,0.99,1,2
88,4.22773905123834,1.0,2.536643430743004,0.0,0.0,4.22773905123834,0.0,2.3907179106685392,1.3122876536126218,-0.09889257104468868,0.01484113850657024,-0.07760426387558494,0.37891481083534934,2.2828784603660606,0.9086814232254505,-0.6262118044084266,1.4050356854168706,0.1,0.99,1,2
89,5.462653847480583,1.0,3.27759230848835,0.0,0.0,5.462653847480583,0.0,3.725512045120653,-0.7964838936721491,-0.09999991993478452,-0.00012654262794047072,5.881584996709641,-0.644475463358058,3.4257510161939426,2.054755023321673,-2.3169491338285964,2.91335605974406,0.1,0.99,1,2
90,3.9639589481098962,1.0,2.3783753688659375,0.0,0.0,3.9639589481098962,0.0,2.491427537555233,1.4982325504236202,-0.0010382255426502536,-0.09999461029336826,2.1847114307379525,1.9429979097933174,1.7288820794987625,0.08849930135640505,1.3179061819018962,0.33097567498557967,0.1,0.99,1,2
91,3.5844258504351396,1.0,2.1506555102610836,0.0,0.0,3.5844258504351396,0.0,-0.2967726674361525,-0.8291223943962506,0.05818862348063855,-0.08132701947955846,1.1283905929289664,1.9306699793869972,1.0146528306596942,1.795446047364169,-0.26673384102649306,2.2697125716722626,0.1,0.99,1,2
92,5.426767229122876,1.0,3.2560603374737256,0.0,0.0,5.426767229122876,0.0,3.0359950462395546,-0.5448951986080462,-0.08868655200791377,-0.04620276499245047,0.8901095685691769,0.1391296148230319,6.061369936212725,1.2372086106469034,0.15435724802150316,4.72812647173396,0.1,0.99,1,2
93,3.543755212471626,1.0,2.1262531274829755,0.0,0.0,3.543755212471626,0.0,4.9911543285173305,-0.2226252923087208,-0.05695451418400071,-0.08219600546294487,3.5015341832952647,-1.0062046672786953,2.618180865196162,0.7200081206490456,1.3636950860298147,2.3205497480685047,0.1,0.99,1,2
94,4.920745475891518,1.0,2.952447285534911,0.0,0.0,4.920745475891518,0.0,5.799019868269461,-0.8366031112690279,-0.013088747432683234,0.09913972307124641,2.6223329552269417,2.121090463586594,1.2487165218649943,2.098108024435196,-1.2117261154980534,3.5207576574956083,0.1,0.99,1,2
